Status,Group ID,Block,Lot,No,Dir,Street,Suff,Group Address,Property Count,Funding ID,Core Phase,Decision,Start,Date Demo Finish,Neighborhood,Projected Release to contractor,Deconstruction,neighborhood_2,status_2
Remediation,2672,205,69,2117,,BOOTH,ST,2117 - 2123  BOOTH ST,4,ProjectCore(19),3,Full Demolition,,,BOOTH-BOYD,FY19Q4,Y,BOOTH-BOYD,Raze in FY19
Land Resources,2673,204,70,2221,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,72,2217,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,73,2215,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,75,2211,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,76,2209,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,78,2205,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,74,2213,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,77,2207,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,80,2201,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,71,2219,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2673,204,79,2203,,BOOTH,ST,2201 - 2221  BOOTH ST,11,PROJECTCORE(17),3,Full Demolition,,,BOOTH-BOYD,FY20Q1,Y,BOOTH-BOYD,FY20
Land Resources,2674,73,46,1714,W,LAFAYETTE,AVE,1712 - 1724 W LAFAYETTE AVE,7,PROJECTCORE(17),3,Full Demolition,,,SANDTOWN-WINCHESTER,FY20Q3,Y,SANDTOWN-WINCHESTER,FY20
Land Resources,2674,73,49,1720,W,LAFAYETTE,AVE,1712 - 1724 W LAFAYETTE AVE,7,PROJECTCORE(17),3,Full Demolition,,,SANDTOWN-WINCHESTER,FY20Q3,Y,SANDTOWN-WINCHESTER,FY20
Land Resources,2674,73,48,1718,W,LAFAYETTE,AVE,1712 - 1724 W LAFAYETTE AVE,7,PROJECTCORE(17),3,Full Demolition,,,SANDTOWN-WINCHESTER,FY20Q3,Y,SANDTOWN-WINCHESTER,FY20
Land Resources,2674,73,51,1724,W,LAFAYETTE,AVE,1712 - 1724 W LAFAYETTE AVE,7,PROJECTCORE(17),3,Full Demolition,,,SANDTOWN-WINCHESTER,FY20Q3,Y,SANDTOWN-WINCHESTER,FY20
Land Resources,2674,73,45,1712,W,LAFAYETTE,AVE,1712 - 1724 W LAFAYETTE AVE,7,PROJECTCORE(17),3,Full Demolition,,,SANDTOWN-WINCHESTER,FY20Q3,Y,SANDTOWN-WINCHESTER,FY20
Land Resources,2674,73,47,1716,W,LAFAYETTE,AVE,1712 - 1724 W LAFAYETTE AVE,7,PROJECTCORE(17),3,Full Demolition,,,SANDTOWN-WINCHESTER,FY20Q3,Y,SANDTOWN-WINCHESTER,FY20
Land Resources,2674,73,50,1722,W,LAFAYETTE,AVE,1712 - 1724 W LAFAYETTE AVE,7,PROJECTCORE(17),3,Full Demolition,,,SANDTOWN-WINCHESTER,FY20Q3,Y,SANDTOWN-WINCHESTER,FY20
Land Resources,2676,85,21,1723,W,LAFAYETTE,AVE,1717 - 1723 W LAFAYETTE AVE,4,PROJECTCORE(17),3,Full Demolition,,,HARLEM PARK,FY20Q2,Y,HARLEM PARK,FY20
Land Resources,2676,85,22,1721,W,LAFAYETTE,AVE,1717 - 1723 W LAFAYETTE AVE,4,PROJECTCORE(17),3,Full Demolition,,,HARLEM PARK,FY20Q2,Y,HARLEM PARK,FY20
Land Resources,2676,85,24,1717,W,LAFAYETTE,AVE,1717 - 1723 W LAFAYETTE AVE,4,PROJECTCORE(17),3,Full Demolition,,,HARLEM PARK,FY20Q2,Y,HARLEM PARK,FY20
Land Resources,2676,85,23,1719,W,LAFAYETTE,AVE,1717 - 1723 W LAFAYETTE AVE,4,PROJECTCORE(17),3,Full Demolition,,,HARLEM PARK,FY20Q2,Y,HARLEM PARK,FY20
Sent to MSA,2677,112,42,631,N,CALHOUN,ST,0631 - 0641 N CALHOUN ST,6,ProjectCore(19),3,Full Demolition,,,HARLEM PARK,FY19Q3,N,HARLEM PARK,FY20
Sent to MSA,2677,112,39,637,N,CALHOUN,ST,0631 - 0641 N CALHOUN ST,6,ProjectCore(19),3,Full Demolition,,,HARLEM PARK,FY19Q3,N,HARLEM PARK,FY20
Sent to MSA,2677,112,37,641,N,CALHOUN,ST,0631 - 0641 N CALHOUN ST,6,ProjectCore(19),3,Full Demolition,,,HARLEM PARK,FY19Q3,N,HARLEM PARK,FY20
Sent to MSA,2677,112,38,639,N,CALHOUN,ST,0631 - 0641 N CALHOUN ST,6,ProjectCore(19),3,Full Demolition,,,HARLEM PARK,FY19Q3,N,HARLEM PARK,FY20
Sent to MSA,2677,112,40,635,N,CALHOUN,ST,0631 - 0641 N CALHOUN ST,6,ProjectCore(19),3,Full Demolition,,,HARLEM PARK,FY19Q3,N,HARLEM PARK,FY20
Sent to MSA,2677,112,41,633,N,CALHOUN,ST,0631 - 0641 N CALHOUN ST,6,ProjectCore(19),3,Full Demolition,,,HARLEM PARK,FY19Q3,N,HARLEM PARK,FY20
Land Resources,2679,303,50,508,,GOLD,ST,508 - 510  GOLD ST,2,PROJECTCORE(17),3,Full Demolition,,,DRUID HEIGHTS,FY20Q2,Y,DRUID HEIGHTS,FY20
Land Resources,2679,303,51,510,,GOLD,ST,508 - 510  GOLD ST,2,PROJECTCORE(17),3,Full Demolition,,,DRUID HEIGHTS,FY20Q2,Y,DRUID HEIGHTS,FY20
Utility cut off,2680,373,18,1434,,ARGYLE,AVE,1430 - 1438  ARGYLE AVE,5,PROJECTCORE(17),4,Full Demolition,,,UPTON,FY20Q1,N,UPTON,FY20
Utility cut off,2680,373,16,1430,,ARGYLE,AVE,1430 - 1438  ARGYLE AVE,5,PROJECTCORE(17),4,Full Demolition,,,UPTON,FY20Q1,N,UPTON,FY20
Utility cut off,2680,373,17,1432,,ARGYLE,AVE,1430 - 1438  ARGYLE AVE,5,PROJECTCORE(17),4,Full Demolition,,,UPTON,FY20Q1,N,UPTON,FY20
Utility cut off,2680,373,19,1436,,ARGYLE,AVE,1430 - 1438  ARGYLE AVE,5,PROJECTCORE(17),4,Full Demolition,,,UPTON,FY20Q1,N,UPTON,FY20
Utility cut off,2680,373,20,1438,,ARGYLE,AVE,1430 - 1438  ARGYLE AVE,5,PROJECTCORE(17),4,Full Demolition,,,UPTON,FY20Q1,N,UPTON,FY20
Start Demo - Full,2681,4612,15,3107,W,GARRISON,AVE,3105-07 & 4930-32 W GARRISON AVE & PALMER AVE,4,ProjectCore(19),3,Full Demolition,12/20/18,,CENTRAL PARK HEIGHTS,FY19Q2,Y,CENTRAL PARK HEIGHTS,Started but not complete
Start Demo - Full,2681,4612,19,4930,,PALMER,AVE,3105-07 & 4930-32 W GARRISON AVE & PALMER AVE,4,ProjectCore(19),3,Full Demolition,12/20/18,,CENTRAL PARK HEIGHTS,FY19Q2,Y,CENTRAL PARK HEIGHTS,Started but not complete
Start Demo - Full,2681,4612,16,3105,W,GARRISON,AVE,3105-07 & 4930-32 W GARRISON AVE & PALMER AVE,4,ProjectCore(19),3,Full Demolition,12/20/18,,CENTRAL PARK HEIGHTS,FY19Q2,Y,CENTRAL PARK HEIGHTS,Started but not complete
Start Demo - Full,2681,4612,18,4932,,PALMER,AVE,3105-07 & 4930-32 W GARRISON AVE & PALMER AVE,4,ProjectCore(19),3,Full Demolition,12/20/18,,CENTRAL PARK HEIGHTS,FY19Q2,Y,CENTRAL PARK HEIGHTS,Started but not complete
Land Resources,2684,1464,59,1706,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,67,1722,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,70,1728,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,73,1734,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,60,1708,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,61,1710,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,63,1714,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,64,1716,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,66,1720,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,69,1726,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,72,1732,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,62,1712,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,65,1718,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,68,1724,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,71,1730,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2684,1464,74,1736,N,PORT,ST,1706 - 1736 N PORT ST,16,PROJECTCORE(17),3,Full Demolition,,,BROADWAY EAST,FY20Q1,Y,BROADWAY EAST,FY20
Land Resources,2685,1572,18,1054,N,MILTON,AVE,1046 - 1054 N MILTON AVE,5,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY20Q2,Y,BIDDLE STREET,FY20
Land Resources,2685,1572,21,1048,N,MILTON,AVE,1046 - 1054 N MILTON AVE,5,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY20Q2,Y,BIDDLE STREET,FY20
Land Resources,2685,1572,19,1052,N,MILTON,AVE,1046 - 1054 N MILTON AVE,5,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY20Q2,Y,BIDDLE STREET,FY20
Land Resources,2685,1572,20,1050,N,MILTON,AVE,1046 - 1054 N MILTON AVE,5,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY20Q2,Y,BIDDLE STREET,FY20
Land Resources,2685,1572,22,1046,N,MILTON,AVE,1046 - 1054 N MILTON AVE,5,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY20Q2,Y,BIDDLE STREET,FY20
Land Resources,2686,2183,15,327,,STINSON,ST,0327 - 0331  STINSON ST,3,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q2,Y,SHIPLEY HILL,FY20
Land Resources,2686,2183,16,329,,STINSON,ST,0327 - 0331  STINSON ST,3,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q2,Y,SHIPLEY HILL,FY20
Land Resources,2686,2183,17,331,,STINSON,ST,0327 - 0331  STINSON ST,3,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q2,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,11,153,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,14,147,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,17,141,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,20,135,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,12,151,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,15,145,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,18,139,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,13,149,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,16,143,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,19,137,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,21,133,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
Land Resources,2687,2173,22,131,,WILLARD,ST,0131 - 0153  WILLARD ST,12,PROJECTCORE(17),3,Full Demolition,,,SHIPLEY HILL,FY20Q3,Y,SHIPLEY HILL,FY20
HABC,2688,1572,24,1042,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,26,1038,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,27,1036,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,29,1032,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,30,1030,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,32,1026,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,33,1024,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,35,1020,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,23,1044,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,31,1028,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,34,1022,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,25,1040,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2688,1572,28,1034,N,MILTON,AVE,1020 - 1044 N MILTON AVE,13,PROJECTCORE(17),3,Full Demolition,,,BIDDLE STREET,FY21Q1,N,BIDDLE STREET,FY21
HABC,2689,4175,43,2312,E,NORTH,AVE,2312 - 2316 E NORTH AVE,3,UNDECIDED,3,Full Demolition,,,SOUTH CLIFTON PARK,FY21Q1,Y,SOUTH CLIFTON PARK,FY21
HABC,2689,4175,45,2316,E,NORTH,AVE,2312 - 2316 E NORTH AVE,3,UNDECIDED,3,Full Demolition,,,SOUTH CLIFTON PARK,FY21Q1,Y,SOUTH CLIFTON PARK,FY21
HABC,2689,4175,44,2314,E,NORTH,AVE,2312 - 2316 E NORTH AVE,3,UNDECIDED,3,Full Demolition,,,SOUTH CLIFTON PARK,FY21Q1,Y,SOUTH CLIFTON PARK,FY21
Land Resources,2690,1538,025A,2516,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
Land Resources,2690,1538,025D,2522,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
Land Resources,2690,1538,025F,2526,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
Land Resources,2690,1538,025G,2528,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
Land Resources,2690,1538,025I,2532,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
Land Resources,2690,1538,025B,2518,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
Land Resources,2690,1538,025E,2524,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
Land Resources,2690,1538,025H,2530,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
Land Resources,2690,1538,25,2514,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
Land Resources,2690,1538,025C,2520,E,BIDDLE,ST,2514 - 2532 E BIDDLE ST,10,PROJECTCORE(17),3,Full Demolition,,,BEREA,FY20Q2,Y,BEREA,FY20
HABC,2691,4616,2,3002,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,5,3008,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,8,3014,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,11,3020,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,14,3026,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,17,3032,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,28,3120,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,7,3012,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,10,3018,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,13,3024,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,16,3030,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,19,3102,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,22,3108,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,25,3114,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,1,3000,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,3,3004,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,4,3006,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,6,3010,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,9,3016,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,12,3022,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,15,3028,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,18,3100,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,20,3104,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,21,3106,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,26,3116,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
HABC,2691,4616,27,3118,,WOODLAND,AVE,3000 - 3120  WOODLAND AVE,26,PH MRA_ 163,3,Full Demolition,,,CENTRAL PARK HEIGHTS,FY21Q1,Y,CENTRAL PARK HEIGHTS,FY21
Land Resources,2692,3936,68,1701,E,28TH,ST,1701 - 1711 E 28TH ST,6,PROJECTCORE(17),3,Full Demolition,,,COLDSTREAM HOMESTEAD MONTEBELL,FY20Q2,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
Land Resources,2692,3936,69,1703,E,28TH,ST,1701 - 1711 E 28TH ST,6,PROJECTCORE(17),3,Full Demolition,,,COLDSTREAM HOMESTEAD MONTEBELL,FY20Q2,N,COLDSTREAM HOMESTEAD MONTEBELL,FY20
